customer_no,buytabw,tabordrs,divsords,divwords,spgtabord,moslsdvs,moslsdvw,moslstab,orders
6928,0,0,0,3,0,42,7.0959,42,9
6929,0,4,1,3,2,4.7306,12.2536,1.9382,7
6930,0,7,3,6,3,0.3614,0.0986,0.0986,13
6931,0,0,0,5,0,42,0.3942,42,5
6932,0,4,5,3,2,12.0894,4.0079,6.1104,16
6933,0,2,1,4,2,4.5007,4.5007,4.5007,7
6934,0,2,3,8,0,6.0118,3.7122,1.9054,21
6935,0,4,0,3,1,42,11.071,22.2076,13
6936,0,2,0,3,2,42,9.7569,7.6544,12
6937,0,1,1,2,0,1.544,26.8725,1.544,7
6938,0,11,1,9,5,17.4442,0.1314,0.1314,14
6939,0,0,0,0,0,42,42,42,1
6940,0,1,0,3,0,42,3.8765,10.6439,4
6941,0,2,1,4,2,2.8581,0.1314,2.8581,6
6942,0,3,0,1,2,42,0.3614,0.3614,3
6943,0,1,0,0,1,42,42,5.3876,4
6944,1,8,1,3,3,1.2484,1.2484,0.9855,12
6945,0,1,0,1,0,42,2.2011,0.0657,2
6946,0,4,1,8,1,7.6873,1.0512,9.297,15
6947,0,1,0,0,1,42,42,4.5335,1
6948,1,10,2,5,7,6.0775,9.954,3.9422,20
6949,0,3,0,0,0,42,42,0.5585,8
6950,0,3,1,7,3,14.3561,5.1905,16.6229,12
6951,1,11,2,2,4,17.5099,0.4928,0.4928,15
6952,1,2,2,8,1,4.3035,0.3614,12.3193,10
6953,0,5,3,3,3,2.5953,2.5953,2.2339,10
6954,0,3,0,6,3,42,4.6978,4.6978,9
6955,0,1,0,0,1,42,42,5.3876,3
6956,0,0,0,3,0,42,1.4783,42,5
6957,0,5,9,1,2,6.9645,23.8502,6.9645,25
6958,1,3,1,2,2,7.2602,7.2602,7.2602,6
6959,0,6,0,3,2,42,13.5348,6.5375,13
6960,0,1,0,3,1,42,11.2352,17.8384,8
6961,1,5,9,11,2,0.6242,3.8108,3.8108,27
6962,0,3,2,18,2,23.1275,0.2957,10.0197,23
6963,0,1,3,7,0,4.0736,4.5007,23.4231,15
6964,1,6,1,10,5,4.862,1.4126,3.318,14
6965,0,3,0,2,2,42,6.2746,4.6321,4
6966,0,3,3,2,3,3.9422,27.9238,27.9238,15
6967,0,3,0,3,3,42,18.2654,7.4244,7
6968,0,1,0,1,1,42,6.0775,30.8476,2
6969,0,5,5,0,0,8.0158,42,8.2457,19
6970,0,0,1,1,0,3.318,8.1472,42,5
6971,0,7,0,8,4,42,1.544,1.544,10
6972,0,0,0,0,0,42,42,42,6
6973,0,8,0,5,4,42,0.1643,0.1643,11
6974,1,3,3,3,2,4.435,4.435,4.435,5
6975,1,15,2,35,10,10.0526,1.0841,3.3509,35
6976,0,0,0,1,0,42,4.6978,42,2
6977,0,8,3,7,2,0.1314,1.0184,1.0184,11
6978,0,8,2,2,5,10.0197,16.6886,4.6978,15
6979,1,3,0,2,3,42,4.2707,4.2707,8
6980,0,6,0,4,4,42,6.2418,2.5953,9
6981,0,6,2,1,3,19.6124,23.0618,13.4034,17
6982,0,3,1,2,2,12.9435,12.8121,12.8121,6
6983,0,2,0,6,2,42,3.088,15.9658,11
6984,0,2,1,0,2,10.5125,42,6.5703,4
6985,0,2,0,3,2,42,14.159,5.8804,5
6986,0,0,0,3,0,42,0.1643,42,5
6987,0,12,6,12,5,0.9855,0.9855,0.9855,19
6988,0,1,4,14,1,2.6281,2.6281,27.7595,19
6989,0,1,0,7,0,42,6.1761,1.2812,8
6990,0,5,0,2,4,42,6.4717,6.4717,12
6991,0,3,0,1,2,42,24.5401,0.7556,12
6992,0,3,0,6,3,42,7.2273,7.2273,7
6993,0,5,1,2,3,9.8555,10.6439,9.8555,12
6994,0,4,3,1,3,13.8305,13.2063,6.9645,16
6995,1,24,2,25,15,4.1721,1.2155,3.9422,33
6996,0,0,0,3,0,42,5.8147,42,9
6997,0,2,0,2,2,42,4.6978,4.6978,4
6998,0,3,0,1,2,42,13.4363,4.0079,9
6999,0,3,0,1,2,42,4.6321,3.3837,10
7000,0,2,1,5,0,21.682,3.318,21.3535,8
7001,0,0,0,0,0,42,42,42,2
7002,0,5,0,0,3,42,42,12.5164,11
7003,0,0,1,0,0,9.954,42,42,2
7004,0,2,2,2,1,11.6294,14.8489,11.6294,11
7005,0,0,2,2,0,8.18,1.9711,42,13
7006,0,1,0,1,1,42,25.9527,25.9527,4
7007,0,2,2,2,1,7.7201,6.3075,6.3075,5
7008,0,0,0,9,0,42,0.2628,42,22
7009,0,4,0,0,2,42,42,4.7635,5
7010,0,6,0,11,2,42,0.5913,0.5913,12
7011,0,0,0,6,0,42,1.0512,42,6
7012,0,6,3,2,0,0.5585,1.6754,1.2484,9
7013,0,3,0,1,1,42,1.5112,1.5112,7
7014,0,8,1,5,2,8.4757,9.1327,4.7306,11
7015,0,1,1,3,0,23.883,23.883,24.113,5
7016,0,4,0,3,1,42,6.406,2.3653,17
7017,1,2,0,1,1,42,3.7779,2.2011,4
7018,0,1,0,2,1,42,11.5637,4.5335,6
7019,0,1,0,0,1,42,42,5.3876,1
7020,0,14,0,0,4,42,42,1.7083,21
7021,1,8,0,3,6,42,6.9974,6.9974,15
7022,0,5,1,4,1,31.1432,0.0986,21.9448,16
7023,0,6,2,1,5,5.8476,5.8476,4.5007,8
7024,0,4,2,4,3,5.6505,5.6505,2.2011,9
7025,0,0,0,2,0,42,10.7096,42,4
7026,1,27,2,15,12,1.2155,1.0512,1.0512,37
7027,0,10,0,4,4,42,12.8121,3.3509,15
7028,1,4,2,4,3,1.0841,1.2812,1.0841,9
7029,0,9,4,6,4,9.8226,7.7201,5.6176,28
7030,1,20,11,14,13,2.5953,10.3154,2.5953,31
7031,0,8,2,8,2,6.9974,6.9974,6.9974,17
7032,0,3,1,4,1,6.0118,0.7884,14.0933,13
7033,0,5,0,5,3,42,6.2418,10.0197,9
7034,0,4,2,3,3,16.5243,18.364,3.5808,8
7035,0,1,0,1,1,42,3.1209,6.3075,6
7036,0,0,0,6,0,42,7.6216,42,7
7037,0,4,0,3,2,42,5.1577,5.1577,17
7038,0,7,4,3,5,10.4468,5.3876,8.1472,28
7039,0,5,4,2,4,0.2957,6.0447,6.0447,15
7040,0,4,1,3,2,11.9251,11.9908,21.5506,12
7041,0,3,0,0,0,42,42,10.0854,7
7042,1,7,0,7,6,42,0.5585,0.5585,10
7043,1,3,0,4,1,42,0.7227,3.9422,7
7044,1,5,5,4,4,6.1761,1.0512,1.0512,8
7045,0,3,4,7,3,5.4862,8.3771,16.8857,16
7046,0,6,0,6,3,42,3.0223,3.0223,11
7047,1,4,10,5,3,0.2628,0.4928,3.3509,18
7048,0,1,0,6,1,42,0.2957,5.1577,6
7049,1,2,2,7,1,3.3837,3.3837,4.5007,8
7050,0,5,3,1,1,0.7884,27.2339,0.7884,16
7051,0,2,0,2,2,42,10.5125,4.2707,8
7052,1,4,2,3,2,0.8213,2.2011,0.8213,11
7053,0,1,0,5,0,42,3.8436,3.8436,7
7054,0,0,0,0,0,42,42,42,1
7055,0,2,0,3,2,42,7.3259,16.2286,12
7056,0,4,0,3,2,42,0.3942,0.3942,8
7057,1,11,1,15,7,23.8173,2.0039,2.0039,19
7058,0,12,4,12,9,12.2865,0.5256,3.6137,36
7059,0,1,0,9,1,42,6.1104,6.1104,13
7060,0,3,2,2,0,12.2536,10.9067,10.9067,4
7061,0,1,0,9,1,42,0.5256,5.3219,13
7062,0,4,0,2,2,42,14.3233,14.3233,7
7063,0,5,0,2,2,42,2.0039,2.0039,7
7064,0,4,0,6,1,42,1.2155,1.2155,7
7065,1,2,2,2,1,6.7346,6.7346,6.7346,13
7066,0,1,1,4,1,3.6465,2.8581,6.1761,9
7067,0,3,0,0,1,42,42,21.7477,7
7068,0,7,8,6,5,4.3035,6.1104,4.3035,41
7069,0,7,1,6,5,30.979,7.5558,4.2378,19
7070,0,0,0,2,0,42,6.1761,42,4
7071,0,5,0,8,3,42,3.0552,5.6176,15
7072,0,4,3,6,3,18.134,0.5913,0.5913,26
7073,0,9,0,4,3,42,11.5637,9.1327,16
7074,0,5,1,2,2,20.3351,6.2418,6.2418,9
7075,1,37,17,45,29,10.4468,4.6978,4.6978,59
7076,0,3,1,5,2,6.1761,6.1761,0.3942,10
7077,0,3,5,1,1,4.4678,1.2484,13.2392,9
7078,0,0,0,1,0,42,9.7569,42,2
7079,0,17,10,25,10,2.2011,0.5256,3.1209,35
7080,0,1,1,4,0,0.8213,0.5585,0.5585,5
7081,0,2,1,7,2,22.339,4.3035,4.3035,9
7082,0,1,0,3,1,42,1.5112,4.4678,6
7083,1,12,7,7,9,8.3771,1.0841,7.5558,25
7084,0,3,1,4,3,22.8647,1.2484,15.5059,10
7085,0,1,0,3,0,42,0.7884,22.7332,12
7086,0,5,0,1,3,42,6.1761,4.205,11
7087,0,1,0,0,0,42,42,10.9396,2
7088,0,4,1,2,2,11.1695,3.8765,3.8765,8
7089,0,2,0,1,0,42,2.3982,14.389,6
7090,0,0,1,1,0,8.6399,12.0237,42,9
7091,0,8,1,5,6,3.8436,0.1314,0.1314,14
7092,0,3,0,5,1,42,0.6242,8.18,13
7093,0,4,0,1,2,42,10.7753,8.7057,9
7094,1,1,1,3,0,8.4757,0.5913,0.5913,4
7095,0,1,0,3,1,42,13.2063,16.6886,10
7096,0,1,0,0,1,42,42,7.3916,32
7097,0,1,0,5,0,42,4.6321,10.611,7
7098,1,8,0,3,3,42,12.3193,1.5112,14
7099,0,7,2,0,5,17.5099,42,13.5348,20
7100,0,1,2,4,1,8.0158,18.0683,31.7017,10
7101,0,4,1,0,2,10.4468,42,5.8804,5
7102,0,22,4,25,11,1.544,0.1314,0.1314,41
7103,0,3,0,2,3,42,3.5808,3.318,12
7104,0,5,1,7,2,22.339,4.0407,14.5204,16
7105,0,0,0,7,0,42,0.8213,42,8
7106,0,0,0,0,0,42,42,42,5
7107,0,16,5,8,8,9.6255,9.7898,5.2562,21
7108,0,4,0,4,0,42,0.2628,0.2628,7
7109,0,7,0,1,5,42,3.8436,3.8436,12
7110,0,5,0,5,2,42,1.4455,4.9934,7
7111,0,9,4,14,7,10.1511,3.8436,3.8436,18
7112,0,0,3,3,0,0.3285,3.0223,42,12
7113,0,5,0,6,1,42,1.0512,0.0986,11
7114,0,5,4,3,3,4.5335,19.6781,21.3206,11
7115,1,11,1,8,5,21.1235,2.1353,2.1353,14
7116,0,5,8,6,4,3.2852,3.2852,3.2852,17
7117,0,0,0,1,0,42,20.2037,42,3
7118,0,5,0,3,4,42,11.6951,1.5112,9
7119,0,3,0,1,0,42,12.3193,2.1353,5
7120,0,8,3,10,3,1.6754,0.5585,0.5585,22
7121,0,5,7,3,2,1.8725,4.5007,9.7898,23
7122,1,7,0,2,3,42,5.2562,0.1643,10
7123,1,5,5,10,5,5.6176,3.9422,4.4678,29
7124,0,11,12,13,3,0.1643,0.1643,0.1643,26
7125,0,1,0,3,0,42,7.9501,12.3193,5
7126,0,1,3,5,0,0.5585,4.4678,0.5585,15
7127,0,2,1,2,0,6.0118,13.3049,25.2628,8
7128,0,2,0,3,1,42,9.7569,21.3206,5
7129,0,0,0,0,0,42,42,42,3
7130,0,3,0,2,2,42,13.5348,10.3154,12
7131,1,21,5,14,10,5.4205,2.8909,0.0986,35
7132,0,6,0,3,4,42,9.5269,9.5269,11
7133,0,5,0,1,5,42,18.0683,3.3509,6
7134,1,3,2,5,0,0.657,0.657,0.657,8
7135,1,7,0,6,3,42,3.0223,0.1314,12
7136,1,10,1,13,6,11.5309,1.774,0.4928,25
7137,0,1,1,0,0,5.7162,42,24.0473,4
7138,0,5,0,2,2,42,4.8949,4.8949,6
7139,1,7,13,17,6,3.1537,5.6176,3.5151,31
7140,1,8,2,12,6,10.2497,0.5585,6.3075,14
7141,0,4,2,5,0,4.6649,1.2812,1.2812,7
7142,0,11,10,13,6,0.0657,0.0657,0.0657,24
7143,0,5,0,0,1,42,42,2.2011,11
7144,0,2,0,2,2,42,2.4639,4.9934,4
7145,1,4,3,4,4,5.7819,3.7779,3.7779,15
7146,0,3,3,2,2,1.0512,19.9409,9.5926,11
7147,0,2,0,2,0,42,2.4967,8.8699,8
7148,0,4,4,3,1,9.724,4.4678,9.724,11
7149,0,0,0,3,0,42,12.4836,42,8
7150,0,2,2,7,0,5.4862,2.5624,21.7148,14
7151,0,1,0,0,1,42,42,17.5427,5
7152,1,7,0,2,5,42,5.2562,3.2852,9
7153,0,13,1,2,10,31.406,29.7635,4.5007,21
7154,0,1,0,0,1,42,42,7.0959,5
7155,0,1,0,0,0,42,42,15.5388,2
7156,0,7,0,1,2,42,0.3614,0.0986,13
7157,0,0,2,5,0,5.8476,7.2602,42,9
7158,1,4,1,7,2,22.6675,4.205,0.1643,10
7159,1,27,13,10,16,0.7227,0.4928,0.0657,54
7160,0,11,2,11,9,24.7043,13.8962,6.866,27
7161,0,0,0,0,0,42,42,42,2
7162,0,0,0,6,0,42,3.1537,42,6
7163,0,0,1,0,0,9.9212,42,42,4
7164,0,6,0,8,2,42,2.8252,2.8252,12
7165,0,9,8,4,6,2.8252,6.636,2.8252,15
7166,0,1,2,1,0,8.7057,1.7411,1.7411,8
7167,0,1,0,3,1,42,7.0302,7.0302,6
7168,0,1,0,1,0,42,3.088,11.6951,10
7169,0,9,4,2,3,3.8436,6.5375,1.6754,16
7170,0,4,2,1,3,23.1932,31.6032,23.1932,16
7171,0,3,2,2,1,3.2523,3.2523,8.9356,10
7172,0,4,1,2,1,30.2234,12.615,12.4507,7
7173,0,5,2,10,5,17.6084,3.3837,5.4862,14
7174,0,1,1,2,0,10.0526,9.9212,3.8108,3
7175,1,2,1,3,0,1.0841,1.0841,0.7556,15
7176,0,1,0,4,1,42,3.3509,4.7306,5
7177,0,5,3,4,2,3.1209,3.1209,3.1209,8
7178,0,8,2,10,6,3.6137,1.0841,1.9711,23
7179,0,1,1,2,1,9.6255,27.1682,5.1905,15
7180,0,10,0,7,6,42,4.0079,4.0079,18
7181,0,5,0,2,4,42,7.2602,4.5007,12
7182,0,3,0,3,3,42,4.2378,4.2378,5
7183,1,2,0,2,1,42,6.7017,6.7017,5
7184,1,10,2,5,6,24.113,8.8699,0.5913,22
7185,0,7,1,7,2,10.0526,14.6846,4.5007,18
7186,1,2,1,5,1,5.092,2.2339,15.4402,8
7187,0,4,0,1,2,42,27.8581,19.5138,10
7188,0,7,1,6,3,10.3154,4.0407,12.0237,17
7189,0,10,4,1,5,10.5453,10.6439,5.8147,13
7190,0,11,2,14,5,0.0329,0.3614,0.0329,18
7191,0,1,0,2,1,42,28.7779,19.7438,8
7192,0,0,0,2,0,42,0.3942,42,4
7193,0,0,0,4,0,42,2.1353,42,6
7194,0,2,0,3,0,42,8.2457,10.8739,6
7195,1,6,0,7,2,42,0.7556,6.9645,19
7196,0,5,0,3,3,42,12.385,3.8436,11
7197,0,9,2,5,6,16.9842,6.7674,2.1353,13
7198,1,15,7,17,11,3.3509,0.5913,3.3509,35
7199,0,6,0,0,2,42,42,9.4612,8
7200,1,3,1,4,1,24.5072,6.1104,1.9711,13
7201,1,6,0,5,4,42,3.0223,8.1143,8
7202,0,1,0,1,1,42,4.4678,4.4678,5
7203,0,7,1,3,3,12.0894,11.1367,6.5375,11
7204,1,5,2,9,3,0.8213,0.8213,0.8213,16
7205,0,4,0,1,1,42,11.071,3.5808,6
7206,0,2,3,7,1,6.8003,1.6426,3.8436,14
7207,0,1,0,0,1,42,42,3.7451,8
7208,0,1,0,1,1,42,24.4087,17.3456,6
7209,0,0,0,3,0,42,0.1314,42,7
7210,0,0,0,0,0,42,42,42,3
7211,0,7,0,8,5,42,1.9711,1.9711,11
7212,0,0,1,0,0,19.4152,42,42,1
7213,0,3,0,5,0,42,2.4639,8.8042,9
7214,0,6,4,0,4,5.092,42,5.092,11
7215,0,0,0,3,0,42,0.7227,42,5
7216,1,5,1,4,4,0.1643,6.7674,2.1025,14
7217,0,1,2,0,1,7.7858,42,31.7017,8
7218,0,8,0,3,6,42,6.0775,6.0775,25
7219,0,0,1,4,0,11.071,1.1827,42,6
7220,0,3,0,2,1,42,11.071,11.071,16
7221,0,3,1,0,3,11.8265,42,4.435,7
7222,0,1,0,0,0,42,42,10.0854,10
7223,0,14,3,7,11,12.3193,3.5808,3.5808,25
7224,0,0,0,2,0,42,6.2746,42,5
7225,0,9,4,11,5,2.431,0.5913,0.0329,38
7226,0,5,0,7,2,42,1.0841,1.7083,11
7227,0,2,0,1,1,42,6.2418,6.2418,5
7228,0,1,1,4,0,15.9001,0.8541,10.0197,7
7229,0,0,0,3,0,42,15.7359,42,9
7230,1,9,1,2,5,24.9343,17.0499,0.0986,19
7231,0,11,5,20,8,8.8699,0.2957,4.9606,33
7232,0,5,1,7,1,22.6347,9.7569,2.0039,17
7233,1,14,2,19,8,13.8633,0.3614,0.3614,25
7234,0,1,1,0,0,3.6137,42,3.6137,6
7235,0,1,0,0,1,42,42,4.9606,11
7236,0,3,1,11,2,9.4612,4.9606,4.0407,20
7237,1,4,0,4,2,42,7.5558,1.544,8
7238,1,1,1,5,0,26.5769,10.3154,10.3154,9
7239,1,8,2,3,2,13.0749,0.1643,0.1643,18
7240,1,10,4,5,6,2.6281,2.8581,2.6281,16
7241,0,8,1,31,7,22.0105,2.0039,10.2497,36
7242,1,6,0,9,4,42,4.5007,10.7096,13
7243,0,0,0,1,0,42,6.2746,42,4
7244,0,18,2,15,5,13.6991,0.9527,1.544,32
7245,0,3,1,5,2,21.5177,2.431,0.0657,14
7246,0,1,1,2,1,5.3548,7.4573,1.0841,7
7247,0,5,0,5,2,42,5.1905,11.3666,17
7248,0,5,0,2,3,42,11.5966,11.5966,9
7249,0,4,1,4,2,13.6334,1.7083,8.3771,8
7250,0,6,5,3,5,4.862,10.4796,4.862,14
7251,0,6,2,6,5,0.5913,0.5913,0.5913,11
7252,0,3,3,11,2,21.0578,0.0986,12.2536,18
7253,0,8,0,8,6,42,1.8725,9.5598,12
7254,1,12,0,2,5,42,11.6951,3.8436,14
7255,0,0,0,1,0,42,4.9277,42,1
7256,0,4,1,4,2,0.5256,0.5256,0.5256,10
7257,0,2,1,0,2,4.9606,42,28.3837,7
7258,0,0,0,0,0,42,42,42,6
7259,0,4,0,1,1,42,32.1616,1.2812,11
7260,1,3,0,7,3,42,13.2063,16.3929,13
7261,0,7,1,5,3,13.8305,28.4494,1.3469,21
7262,0,1,4,3,1,3.0223,26.7411,21.7806,16
7263,0,3,1,0,0,14.3561,42,14.3561,7
7264,0,4,0,3,1,42,9.4941,0.6242,7
7265,0,9,0,9,6,42,0.3942,7.0302,22
7266,0,7,1,5,5,29.2707,10.3154,10.6767,12
7267,1,7,2,5,6,16.82,12.0565,3.9422,15
7268,0,5,0,0,4,42,42,6.2746,14
7269,0,1,0,1,1,42,19.0539,19.0539,3
7270,0,3,0,5,1,42,4.4021,4.4021,7
7271,0,2,0,2,0,42,5.3876,10.0197,4
7272,0,3,2,2,3,6.1761,4.7306,4.7306,10
7273,0,5,3,2,3,4.9934,3.1537,3.2852,13
7274,0,1,1,2,0,9.5598,3.1209,3.1209,3
7275,0,15,7,6,10,0.3614,1.7083,0.3614,26
7276,0,5,0,2,2,42,27.1025,4.4678,6
7277,0,1,0,1,1,42,13.9947,6.5375,3
7278,0,0,0,0,0,42,42,42,8
7279,0,9,3,3,8,4.2707,7.6873,1.9711,18
7280,0,4,0,0,3,42,42,1.5112,5
7281,0,0,0,1,0,42,0.1314,42,5
7282,0,3,0,2,2,42,5.6505,2.2011,5
7283,0,8,2,3,6,17.0499,13.6991,7.9501,18
7284,0,11,0,2,7,42,16.7543,3.6137,21
7285,0,1,0,1,1,42,11.3338,6.3075,3
7286,0,3,0,6,2,42,0.1971,4.6978,9
7287,0,1,0,1,1,42,10.5125,5.1905,6
7288,0,8,2,6,5,19.021,4.862,1.6754,30
7289,0,3,1,3,2,0.6242,12.615,8.1472,7
7290,0,1,0,1,1,42,16.9185,16.8857,16
7291,0,5,0,3,3,42,5.8804,16.9185,8
7292,0,2,0,2,1,42,5.9461,7.4244,3
7293,1,17,11,20,9,0.7884,0.8213,5.6505,32
7294,1,6,0,14,4,42,1.3141,10.7096,18
7295,1,1,0,1,0,42,3.0552,0.1314,3
7296,0,10,5,10,6,0.3285,0.3285,4.7306,19
7297,0,4,2,1,2,13.7648,5.7819,5.7819,6
7298,1,43,9,29,25,6.5046,0.5256,0.5256,51
7299,1,4,2,3,3,17.9041,17.9041,4.4678,9
7300,0,6,4,1,5,0.1314,20.9921,0.1314,13
7301,0,27,12,27,14,2.661,2.661,0.5913,73
7302,0,0,0,2,0,42,13.7648,42,4
7303,0,0,0,0,0,42,42,42,7
7304,0,2,1,6,0,16.3929,6.0775,11.3009,8
7305,0,7,1,5,2,4.3364,10.6439,3.088,24
7306,0,1,1,8,1,31.866,0.5913,16.9185,13
7307,0,6,1,10,4,22.2076,3.0552,3.7451,16
7308,0,7,5,3,4,6.2418,6.3403,1.544,11
7309,0,6,0,10,2,42,1.5112,9.3955,13
7310,0,4,1,3,0,13.8633,7.9172,1.2155,15
7311,0,0,2,3,0,12.2208,0.8213,42,6
7312,1,5,1,1,4,32.1616,11.5637,6.9645,5
7313,0,1,0,1,1,42,11.5966,13.3706,4
7314,0,0,0,0,0,42,42,42,1
7315,0,2,1,1,1,6.9974,6.9974,6.9974,4
7316,1,9,1,7,6,29.0079,3.1866,3.1866,14
7317,0,3,0,0,3,42,42,7.1945,5
7318,0,2,3,3,2,9.7569,11.3009,29.2707,14
7319,0,4,0,0,1,42,42,0.5585,7
7320,1,4,0,1,2,42,9.6255,3.088,5
7321,0,0,0,0,0,42,42,42,1
7322,0,4,4,2,4,26.8068,27.4967,17.3127,13
7323,0,14,6,3,7,7.2602,15.4402,12.3193,36
7324,0,0,0,1,0,42,22.2076,42,8
7325,0,0,0,0,0,42,42,42,3
7326,1,1,1,3,1,6.3075,2.3653,6.3075,4
7327,0,9,1,5,0,3.1209,3.6137,10.4796,29
7328,0,4,2,2,2,5.5848,11.0053,5.5848,9
7329,0,0,0,0,0,42,42,42,10
7330,0,2,1,6,0,11.9251,2.2011,10.4796,9
7331,0,1,2,2,1,15.6045,3.9422,30.7162,8
7332,1,11,0,9,6,42,0.2628,1.2155,24
7333,0,2,0,2,1,42,1.4783,8.9356,7
7334,0,10,0,5,3,42,0.0986,1.2155,16
7335,0,0,0,1,0,42,0.9855,42,3
7336,0,0,0,0,0,42,42,42,5
7337,0,2,2,5,0,24.2773,1.2155,12.385,15
7338,0,6,2,5,2,25.3942,6.866,6.3075,20
7339,0,1,0,6,1,42,0.5913,6.5375,11
7340,0,8,7,2,3,3.9422,10.1511,3.9422,25
7341,0,6,2,2,0,1.4126,8.6071,2.4639,15
7342,0,0,0,0,0,42,42,42,2
7343,1,22,12,23,11,1.6754,0.0329,0.0329,29
7344,0,2,0,1,2,42,21.4192,6.3732,4
7345,1,3,2,13,1,5.7819,3.4823,3.4823,20
7346,0,3,0,2,1,42,13.4363,0.4271,10
7347,0,5,0,3,3,42,5.6505,5.6505,11
7348,0,1,0,0,0,42,42,3.0223,3
7349,0,0,0,0,0,42,42,42,2
7350,0,6,1,3,0,10.841,7.0302,1.6754,16
7351,1,6,0,4,1,42,1.4455,1.0841,8
7352,0,15,0,16,8,42,4.2378,4.2378,31
7353,0,9,6,6,5,0.2957,10.1511,0.5256,28
7354,0,2,2,1,1,14.159,16.5243,16.5243,6
7355,0,3,3,2,3,18.0683,12.5493,7.1616,13
7356,1,16,2,14,11,13.6334,1.3469,3.3509,24
7357,0,3,1,0,2,14.816,42,2.0039,6
7358,0,1,0,0,0,42,42,1.544,2
7359,0,1,1,2,0,17.2799,17.2142,9.8555,7
7360,0,0,1,0,0,9.9212,42,42,4
7361,0,0,0,3,0,42,0.1314,42,9
7362,0,6,0,9,1,42,2.6938,0.1643,16
7363,0,4,5,7,2,11.1038,1.6426,17.2142,15
7364,0,6,0,1,6,42,29.7306,4.9277,17
7365,0,0,0,4,0,42,1.9054,42,6
7366,0,0,0,1,0,42,3.6137,42,4
7367,0,1,0,1,1,42,1.2155,3.8108,2
7368,0,3,0,1,2,42,4.7306,4.7306,3
7369,0,6,2,6,2,20.5322,3.0552,11.9251,21
7370,0,2,0,1,1,42,5.3548,1.4126,3
7371,0,11,1,10,4,22.1748,1.9711,3.6137,17
7372,0,0,0,0,0,42,42,42,3
7373,0,2,0,0,1,42,42,2.661,6
7374,0,2,0,1,2,42,16.5243,4.4678,4
7375,0,3,1,2,1,12.2536,0.5585,7.0959,6
7376,0,2,0,0,1,42,42,13.4034,5
7377,0,4,2,1,2,1.3469,10.6439,0.3614,8
7378,1,8,3,7,1,0.5256,0.5256,6.9645,18
7379,1,5,1,8,1,0.1314,0.1314,0.1314,8
7380,0,2,2,1,1,10.4468,12.385,20.7293,10
7381,1,25,2,26,12,30.0263,0.0329,0.1643,33
7382,0,4,5,3,3,15.046,6.3403,15.046,9
7383,0,0,0,0,0,42,42,42,3
7384,0,1,0,2,0,42,9.7569,15.7687,7
7385,0,7,0,6,6,42,6.0775,6.0775,12
7386,1,7,0,9,5,42,4.0407,4.0407,15
7387,0,0,0,4,0,42,0.1314,42,7
7388,0,0,3,2,0,4.2707,0.3285,42,14
7389,0,2,0,2,2,42,12.2208,7.9501,9
7390,0,4,3,6,4,3.7451,0.1643,3.9422,8
7391,0,1,1,0,0,6.5703,42,0.6242,4
7392,0,5,0,1,5,42,12.1551,4.6649,9
7393,1,13,3,5,2,14.1261,1.2812,1.2812,31
7394,0,3,1,2,2,25.4928,12.0894,26.3141,16
7395,0,7,1,6,4,18.8239,4.6978,4.6978,14
7396,0,0,0,0,0,42,42,42,5
7397,0,5,1,2,2,6.5703,17.3456,0.1314,17
7398,0,2,0,0,1,42,42,13.8633,7
7399,0,5,0,0,3,42,42,1.774,7
7400,0,2,0,1,2,42,6.866,2.8909,3
7401,0,2,0,1,0,42,21.5177,0.3942,10
7402,0,3,3,0,1,10.4468,42,9.0342,12
7403,0,4,3,4,0,11.3666,3.088,11.1038,12
7404,0,1,0,0,0,42,42,1.544,4
7405,0,7,5,2,2,0.5585,9.5926,0.5585,16
7406,0,5,3,4,3,0.5256,0.5256,4.7635,15
7407,0,3,0,1,1,42,12.385,12.385,6
7408,0,2,0,1,0,42,3.3509,8.18,6
7409,0,0,0,0,0,42,42,42,10
7410,0,7,1,7,2,11.3995,1.2812,1.2812,10
7411,0,1,3,1,0,1.4455,2.6938,12.5164,8
7412,1,5,5,9,4,0.8213,0.8213,1.7083,11
7413,0,24,4,2,16,14.9803,25.7227,1.544,30
7414,1,5,1,11,4,10.0854,4.2707,4.2707,26
7415,1,6,2,10,2,20.5322,0.7884,1.2155,12
7416,0,6,4,6,3,1.9382,7.0302,1.9382,13
7417,0,5,0,6,4,42,1.117,9.8226,22
7418,0,2,1,0,1,29.1064,42,14.5861,5
7419,0,6,0,13,3,42,4.435,11.3995,21
7420,0,5,2,4,1,13.4034,8.3771,0.0657,13
7421,0,5,0,3,5,42,4.862,4.862,20
7422,0,5,0,5,5,42,17.5756,17.5756,14
7423,1,10,2,3,6,20.1708,4.7306,0.3285,20
7424,0,1,0,0,1,42,42,6.5703,5
7425,0,2,4,0,0,8.4757,42,8.4757,9
7426,0,2,1,2,0,1.544,0.0986,1.544,4
7427,1,9,4,13,5,9.3955,5.1905,10.9724,28
7428,0,1,1,3,1,2.0039,2.0039,7.1616,3
7429,1,8,0,6,4,42,2.5624,2.661,12
7430,1,0,10,25,0,3.3509,1.9711,42,37
7431,0,0,2,0,0,13.2392,42,42,6
7432,0,0,0,3,0,42,27.1682,42,5
7433,0,9,4,2,5,18.4625,3.1537,18.4625,24
7434,0,0,0,2,0,42,0.9855,42,10
